type	drugbank_id	name	cal_logp	cal_logs	cal_water_solubility	cal_molecular_weight	cal_polar_surface_area	cal_refractivity	cal_polarizability	cal_rotatable_bond_count	cal_h_bond_acceptor_count	cal_h_bond_donor_count	cal_pka_acidic	cal_pka_basic	cal_physiological_charge	cal_number_of_rings	cal_bioavailability	cal_rule_of_five	exp_molecular_weight	exp_logp	exp_pka	half_life
small molecule	DB03415	3-Thiaoctanoyl-Coenzyme A	0.2	-2.4	3.45e+00 g/l	911.769	363.63	203.21	84.21	26	17	9	0.83	4.95	-4	3	0					
small molecule	DB03416	Thiamin Phosphate	-1.7	-3.6	8.90e-02 g/l	344.327	125.27	83.15	32.05	6	6	2	1.66	5.51	-1	2	1	true				
small molecule	DB03417	1-(4-Tert-Butylcarbamoyl-Piperazine-1-Carbonyl)-3-(3-Guanidino-Propyl)-4-Oxo-Azetidine-2-Carboxylic Acid	-0.83	-3.2	2.78e-01 g/l	427.4985	180.95	119.3	45.39	9	8	6	3.43	12.04	0	1	1					
small molecule	DB03418	Diacetyldeuteroheme	0.32	-5.5	2.48e-03 g/l	648.486	129.52	172.38	71.38	8	6	3	3.24	-5.9	0	8	1					
small molecule	DB03419	Uracil	-1.2	-0.63	2.65e+01 g/l	112.0868	58.2	25.97	9.37	0	2	2	9.77	-5.5	0	1	1	true		-1.07	9.45	
small molecule	DB03420	2,4-Deoxy-4-Guanidino-5-N-Acetyl-Neuraminic Acid	-2.6	-2.1	2.78e+00 g/l	334.3257	198.22	85.02	31.98	6	10	8	3.65	12.13	0	1	1					
small molecule	DB03421	2-Phenethyl-2,3-Dihydro-Phthalazine-1,4-Dione	1.99	-3.9	3.37e-02 g/l	266.2946	49.41	76.88	28.22	3	2	1	13.78	-4.5	0	3	1	true				
small molecule	DB03422	1,3-Thiazole-4-Carboxylic Acid	0.56	-1.6	3.39e+00 g/l	129.137	50.19	28.15	11.08	1	3	1	3.18	0.059	-1	1	1	true				
small molecule	DB03423	S-Adenosyl-L-Homoselenocysteine	-2.5	-1.7	8.42e+00 g/l	431.31	182.63	98.04	37.01	7	10	5	1.31	9.5	0	3	1					
small molecule	DB03424	Bestatin	-1.2	-2.4	1.29e+00 g/l	308.3728	112.65	82.05	33.34	8	5	4	3.73	8.35	0	1	1	true				
small molecule	DB03425	2s,4r-4-Methylglutamate	-1.9	-0.93	2.29e+01 g/l	162.1638	93.98	48.3	15.38	4	4	3	2.01	9.53	-1	0	1	true				
small molecule	DB03426	Digalactosyl Diacyl Glycerol (Dgdg)	7.09	-5.7	2.08e-03 g/l	949.2989	231.13	250.93	115.54	44	13	7	11.91	-3	0	2	0					
small molecule	DB03427	Delta-(L-Alpha-Aminoadipoyl)-L-Cysteinyl-D-Vinylglycine	-1.9	-2.6	9.05e-01 g/l	347.387	158.82	82.62	33.25	11	7	6	1.94	9.15	-1	0	0					
small molecule	DB03428	SU9516	1.64	-2.9	3.23e-01 g/l	241.2453	67.01	69.03	24.93	2	3	2	11.59	6.64	0	3	1	true				
small molecule	DB03429	Cardiolipin	8.97	-7.3	6.62e-05 g/l	1466.0585	236.95	406.91	184.51	86	9	3	1.59	-3.4	-2	0	0					
small molecule	DB03430	(2s)-Hydroxy(4-Hydroxyphenyl)Ethanenitrile	0.73	-1.2	8.37e+00 g/l	149.1467	64.25	39.66	14.53	1	3	2	9.46	-4.2	0	1	1	true				
small molecule	DB03432	Beta-Amino Isobutyrate	-0.83	0.67	5.67e+02 g/l	102.1118	66.15	36.11	10.04	2	3	1	4.17	10.32	0	0	1	true				
small molecule	DB03433	{3-[(3-Hydroxy-2-Methyl-5-Phosphonooxymethyl-Pyridin-4-Ylmethyl)-Amino]-2-Methyl-Propyl}-Phosphonic Acid	-0.58	-2.2	2.62e+00 g/l	386.232	178.67	82.99	33.56	9	9	6	1.3	9.81	-3	1	1					
small molecule	DB03434	3[N-Morpholino]Propane Sulfonic Acid	-1.6	-0.75	3.72e+01 g/l	209.263	66.84	48.61	20.78	4	5	1	-0.96	6.88	-1	1	1	true				
small molecule	DB03435	Uridine-5'-Diphosphate	-0.94	-1.7	8.89e+00 g/l	404.1612	212.39	74.31	30.95	6	10	6	1.77	-3.7	-2	2	0					
small molecule	DB03436	Gallichrome	-1.6	-1.4	3.08e+01 g/l	784.424	334.66	199.47	71.48	1	0	0			0	6	0					
small molecule	DB03437	2-{1-[2-(2-Amino-Thiazol-4-Yl)-2-Methoxyimino-Acetylamino]-2-Oxo-Ethyl}-5,5-Dimethyl-Thiazolidine-4-Carboxylic Acid	-0.07	-3.5	1.38e-01 g/l	401.461	156	94.88	38.63	7	9	4	1.02	7.74	0	2	1	true				
small molecule	DB03438	Lysophosphatidylglycerol	3.57	-5.2	3.29e-03 g/l	483.5531	145.58	120.6	54.87	24	6	3	1.89	-3	-1	0	1	true				
small molecule	DB03439	4,6-Dideoxy-4-Amino-Alpha-D-Glucose	-2.1	0.65	7.22e+02 g/l	163.1717	95.94	36.04	15.76	0	5	4	11.32	8.56	1	1	1	true				
small molecule	DB03440	N-Hexadecanoylglycine	6.18	-5.7	7.08e-04 g/l	313.4754	66.4	89.89	39.94	16	3	2	4.05	-0.95	-1	0	0					
small molecule	DB03441	2-Benzyl-3-Iodopropanoic Acid	3.18	-3.7	5.76e-02 g/l	290.0976	37.3	59.6	22.41	4	2	1	3.76		-1	1	1	true				
small molecule	DB03442	2-[5-Hydroxy-3-Methyl-1-(2-Methyl-4-Sulfo-Phenyl)-1h-Pyrazol-4-Ylazo]-4-Sulfo-Benzoic Acid	-0.35	-3.5	1.56e-01 g/l	496.471	208.81	118.11	47.15	6	12	4	-2.8	1.49	-4	3	0					
small molecule	DB03443	Bis(5-Amidino-Benzimidazolyl)Methanone Zinc	-0.36	-2.7	8.33e-01 g/l	413.771	164.75	95.64	39.68	4	8	4		7.89	2	4	1	true				
small molecule	DB03444	(3e)-6'-Bromo-2,3'-Biindole-2',3(1h,1'h)-Dione 3-Oxime	2.99	-4	3.41e-02 g/l	356.174	73.72	90.44	32.77	0	4	3	7.84	0.96	0	4	1	true				
small molecule	DB03445	Tazobactam Trans-Enamine Intermediate	-1	-2.1	2.14e+00 g/l	301.299	131.25	78.63	26.89	8	8	2	3.3	1.65	-1	1	1	true				
small molecule	DB03446	3-Benzylaminocarbonylphenyl-Alpha-D-Galactoside	0.4	-2.2	2.49e+00 g/l	389.3991	128.48	98.77	38.93	6	7	5	12.2	-1.2	0	3	1	true				
small molecule	DB03447	Uridylyl-2'-5'-Phospho-Adenosine	-1.5	-2.2	3.49e+00 g/l	573.4073	274.17	122.86	50.01	8	14	7	1.82	4.99	-1	5	0					
small molecule	DB03448	2'-Deoxyuridine 3'-Monophosphate	-1.6	-1.6	8.41e+00 g/l	308.1819	145.63	61.93	25.63	4	7	4	1.09	-3	-2	2	1	true				
small molecule	DB03449	N-(4-(2-((3-Chlorophenylmethyl)Amino)Ethyl)Phenyl)-2-Thiophecarboxamidine	4.48	-5.3	1.67e-03 g/l	369.911	47.91	118.37	40.33	7	3	3		9.74	1	3	1					
small molecule	DB03450	Cephalothin Group	0.77	-4.2	2.79e-02 g/l	398.454	121.8	96.06	38.44	9	6	3	3.76	-2.5	-1	2	1	true				
small molecule	DB03451	1-alpha, 25-dihydroxyl-20-epi-22-oxa-24, 26 ,27-trihomovitamin D3	5.69	-4.9	6.32e-03 g/l	460.689	69.92	137.52	56.07	9	4	3	14.25	-2.8	0	3	1	true				
small molecule	DB03452	3-Trimethylsilylsuccinic Acid	0.93	-1.5	5.95e+00 g/l	190.2692	74.6	38.96	18.03	4	4	2	4.09		-2	0	1	true				
small molecule	DB03453	(R)—N[2-[1-(aminoiminomethyl)-3-piperidinyl]-1-oxoethyl]-4-(phenylethynyl)-l-phenylalanine methylester	2.74	-4.7	8.58e-03 g/l	446.5414	108.51	133.33	49.75	9	5	3	12.4	11.87	1	3	1	true				
small molecule	DB03454	3-methyl-benzene-1,2-diol	1.03	-0.53	3.67e+01 g/l	124.1372	40.46	35.06	12.73	0	2	2	9.59	-6.3	0	1	1	true				
small molecule	DB03455	(1H-indol-3-yl)-(2-mercapto-ethoxyimino)-acetic acid	1.27	-3.4	1.06e-01 g/l	266.316	74.35	80.66	27.27	6	4	4	4.38	2.65	-1	2	1	true				
small molecule	DB03456	N2-[(benzyloxy)carbonyl]-n1-[(3S)-1-cyanopyrrolidin-3-yl]-l-leucinamide	1.58	-3.4	1.37e-01 g/l	358.4347	94.46	98.11	38.54	8	4	2	12.87	-3.1	0	2	1	true				
small molecule	DB03458	N(4)-adenosyl-N(4)-methyl-2,4-diaminobutanoic acid	-2.7	-1.8	6.81e+00 g/l	381.387	185.87	93.57	37.71	7	11	5	1.91	9.54	1	3	1					
small molecule	DB03459	N-(phosphonacetyl)-L-aspartic acid	-2.1	-1.6	6.73e+00 g/l	255.1193	161.23	46.97	19.74	6	8	5	1.65		-3	0	1	true				
small molecule	DB03460	Violaxanthin	8.33	-6	5.68e-04 g/l	600.8702	65.52	192.33	74.29	10	4	2	14.84	-2.7	0	4	0					
small molecule	DB03461	2'-Monophosphoadenosine 5'-Diphosphoribose	-0.81	-2.2	4.84e+00 g/l	743.405	367.62	151.75	62.06	13	17	8	0.66	4.92	-3	5	0					
small molecule	DB03462	Thymine	-0.99	-1.1	1.08e+01 g/l	126.1133	58.2	30.33	11.42	0	2	2	10.02	-5	0	1	1	true		-0.62		
small molecule	DB03463	Para-Xylene	3.15	-2.7	2.01e-01 g/l	106.165	0	36.14	13.12	0	0	0			0	1	1	true				
small molecule	DB03464	Formycin-5'-Monophosphate	-2.6	-1.4	1.32e+01 g/l	346.2133	194.03	74.39	29.42	4	11	5	1.4	0.75	-2	3	1					
small molecule	DB03465	2-Phospho-D-Glyceric Acid	-2.2	-0.96	2.03e+01 g/l	186.0572	124.29	31.26	13.36	4	6	4	0.81	-3.1	-3	0	1	true				
small molecule	DB03466	BMS184394	6.25	-6.4	1.49e-04 g/l	388.4987	57.53	116.39	44.42	3	3	2	3.99	-3.4	-1	4	1					
small molecule	DB03467	Naringenin	2.47	-3.1	2.14e-01 g/l	272.2528	86.99	71.29	27.31	1	5	3	7.91	-3.9	0	3	1	true		2.52		
small molecule	DB03468	1,2,3,4-Tetrahydro-Isoquinoline-7-Sulfonic Acid Amide	0.15	-2	2.08e+00 g/l	212.269	72.19	54.77	21.46	1	3	2	10.37	8.62	1	2	1	true				
small molecule	DB03469	Heme D	1.21	-5.8	1.32e-03 g/l	712.484	200.96	173.6	72.65	10	10	4	2.53	-8.8	-2	8	0					
small molecule	DB03470	Trypanothione	-2.7	-4.8	1.21e-02 g/l	723.862	313.27	176.8	74.97	27	13	13	1.64	10.57	1	0	0					
small molecule	DB03471	6-Phenyl-4(R)-(7-Phenyl-Heptanoylamino)-Hexanoic Acid	5.17	-6.3	2.01e-04 g/l	395.5344	66.4	116.27	46.57	14	3	2	4.6	0.53	-1	2	0					
small molecule	DB03472	Cyclohexyl-Hexyl-Beta-D-Maltoside	0.66	-2.2	2.89e+00 g/l	508.5996	178.53	121.91	55.45	12	11	7	11.94	-3	0	3	0					
small molecule	DB03473	N5-Methylglutamine	-2.9	-0.45	5.65e+01 g/l	160.1711	92.42	38.01	15.86	4	4	3	2.26	9.31	0	0	1	true				
small molecule	DB03474	Reactive Red 1 Dye	-1.3	-3.7	1.31e-01 g/l	612.573	310.8	144.86	56.15	7	18	7	-3.3	7.32	-2	4	0					
small molecule	DB03475	1-[4-Carboxy-2-(3-Pentylamino)Phenyl]-5,5'-Di(Hydroxymethyl)Pyrrolidin-2-One	1.64	-2.4	1.47e+00 g/l	350.4094	110.1	94.74	36.89	8	6	4	4.94	3.75	-1	2	1	true				
small molecule	DB03476	Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine	4.06	-5.9	3.95e-04 g/l	286.3703	49.87	101.21	33.82	3	2	2		11.32	1	4	1	true				
small molecule	DB03477	1-Phenylsulfonamide-3-Trifluoromethyl-5-Parabromophenylpyrazole	4.66	-5.2	2.51e-03 g/l	446.242	77.98	94.82	36.43	4	3	1	10.7	-0.45	0	3	1	true				
small molecule	DB03478	2'-O-Acetyl Adenosine-5-Diphosphoribose	-1.7	-2.2	3.54e+00 g/l	601.3524	297.59	120.27	50.51	11	15	7	1.86	5	-2	4	0					
small molecule	DB03479	8,9,10-Trihydroxy-7-Hydroxymethyl-3-Methyl-6-Oxa-1,3-Diaza-Spiro[4.5]Decane-2,4-Dione	-2.1	0.11	3.34e+02 g/l	262.2167	139.56	53.86	23.45	1	7	5	9.73	-3	0	2	1	true				
small molecule	DB03480	Brequinar Analog	4.89	-5.9	4.64e-04 g/l	357.377	50.19	102.39	38.35	3	3	1	3.38	0.77	-1	4	1					
small molecule	DB03481	5,10-Dimethylene Tetrahydromethanopterin	-1.1	-2.7	1.48e+00 g/l	788.6934	335.96	190.08	76.79	17	19	11	1.75	4.62	-3	5	0					
small molecule	DB03482	8-Demethyl-8-Dimethylamino-Flavin-Adenine-Dinucleotide	-0.71	-2.3	4.34e+00 g/l	814.591	359.66	186.82	73.76	14	20	9	1.85	5.04	-3	6	0					
small molecule	DB03483	4-Benzoylamino-4-{1-{1-Carbamoyl-2-[4-(Difluoro-Phosphono-Methyl)-Phenyl]-Ethylcarbamoyl}-2-[4-(Difluoro-Phosphono-Methyl)-Phenyl]-Ethylcarbamoyl}-Butyric Acid	1.18	-4.5	2.67e-02 g/l	804.5731	282.75	180.5	68.94	18	12	9	0.19		-3	3	0					
small molecule	DB03484	L-Alpha-Glycerophosphorylethanolamine	-2.3	-0.77	3.65e+01 g/l	215.1415	122.24	43.82	18.88	7	5	4	1.87	10	0	0	1	true				
small molecule	DB03485	Alpha-D-Fucose	-2.4	0.7	8.27e+02 g/l	164.1565	90.15	34.38	15.18	0	5	4	11.3	-3.6	0	1	1	true				
small molecule	DB03486	Phosphomethylphosphonic Acid Guanosyl Ester	-1.8	-2	4.86e+00 g/l	441.2277	239.05	88.72	36.2	6	12	7	0.88	1.5	-2	3	0					
small molecule	DB03487	3-Aminosuccinimide	-1.8	0.47	3.40e+02 g/l	114.1026	72.19	25.28	10.09	0	3	2	9.7	6.53	0	1	1	true				
small molecule	DB03488	Uridine-5'-Diphosphate-2-Deoxy-2-Fluoro-Alpha-D-Galactose	-0.94	-1.4	2.17e+01 g/l	568.2928	271.31	104.76	45.75	9	13	8	1.73	-3	-2	3	0					
small molecule	DB03489	2-Keto-3-Deoxygluconate	-1.9	-0.12	1.34e+02 g/l	178.14	115.06	36.32	15.56	5	6	4	2.91	-3	-1	0	1	true				
small molecule	DB03490	3-Pyridin-4-Yl-2,4-Dihydro-Indeno[1,2-.C.]Pyrazole	2.95	-3.4	9.49e-02 g/l	233.2679	41.57	71.05	25.68	1	2	1	8.81	4.91	0	4	1	true				
small molecule	DB03491	2'-Deoxyguanosine-5'-Diphosphate	-1.4	-2.1	3.60e+00 g/l	427.2011	228.05	84.86	34.01	6	11	6	1.97	1.36	-2	3	0					
small molecule	DB03492	Lambda-Bis(2,2'-Bipyridine)Imidazole Osmium (Ii)	2.64			569.67	37.54	120.37	42.28	1	1	0		4.27	2	7	1					
small molecule	DB03493	7-Methylguanosine	-2.8	-1.8	5.62e+00 g/l	298.2752	146.21	69.81	28.49	2	7	5	8.76	3.3	1	3	1	true				
small molecule	DB03494	CRA_10950	1.7	-4.8	6.57e-03 g/l	342.3675	112.58	125.5	36.52	5	4	3	9.29	8.59	1	3	1	true				
small molecule	DB03495	4,6-Dideoxy-4-{[4,5,6-Trihydroxy-3-(Hydroxymethyl)Cyclohex-2-En-1-Yl]Amino}-Alpha-D-Lyxo-Hexopyranosyl-(1->4)-Alpha-D-Threo-Hexopyranosyl-(1->6)-Alpha-L-Threo-Hexopyranose	-2.7	-0.67	1.38e+02 g/l	645.6048	321.17	137.6	62.41	9	19	14	11.23	7.03	1	4	0					
small molecule	DB03496	Flavopiridol	2.81	-3.6	9.40e-02 g/l	401.84	90.23	107.74	40.85	2	6	3	6.71	7.36	0	4	1	true				
small molecule	DB03497	O-Sulfo-L-Serine																				
small molecule	DB03498	Mercaptomethyl Phosphonate	0.25	-1.1	1.32e+01 g/l	126.071	63.19	22.47	9.12	1	3	1	1.64		-1	0	1	true				
small molecule	DB03499	Malate Ion	-0.98	0.61	6.13e+02 g/l	133.0795	97.66	35.71	10.49	3	5	2	3.2	-3.9	-2	0	1	true				
small molecule	DB03500	Tricosanoic Acid	9.39	-7.1	2.57e-05 g/l	354.6101	37.3	109.29	49.4	21	2	1	4.95		-1	0	0					
small molecule	DB03501	Uridine Diphosphate Galactose	-1.4	-1.6	1.50e+01 g/l	566.3018	291.54	106.46	46.81	9	14	9	1.73	-3.6	-2	3	0					
small molecule	DB03502	(4s)-4-{[(2s)-2-Amino-3-Oxopropyl]Sulfanyl}-L-Homoserinate	-3.2	-1.2	1.45e+01 g/l	222.262	126.64	51.45	21.6	7	6	4	2.06	8.94	1	0	1	true				
small molecule	DB03503	4-Acetyl-4-Guanidino-6-Methyl(Propyl)Carboxamide-4,5-Dihydro-2h-Pyran-2-Carboxylic Acid	-0.68	-2.8	5.03e-01 g/l	341.3629	157.84	95.31	34.09	6	8	5	3.8	11.93	0	1	1	true				
small molecule	DB03504	9-Butyl-8-(2-Chloro-3,4,5-Trimethoxy-Benzyl)-9h-Purin-6-Ylamine	3.75	-4.2	2.83e-02 g/l	405.879	97.31	108.73	42.5	8	7	1	18.59	5.06	0	3	1	true				
small molecule	DB03505	2,6-Diaminoquinazolin-4(3h)-One	0	-1.1	1.45e+01 g/l	176.1753	98.05	50.44	17.26	0	5	3	13.35	2.86	0	2	1	true				
small molecule	DB03506	9-Deazaadenine	0.03	-1.3	7.29e+00 g/l	133.1307	64.69	36.94	12.6	0	4	1	18.45	3.94	0	2	1	true				
small molecule	DB03507	6-[3-(4-Morpholinyl)Propyl]-2-(3-Nitrophenyl)-5-Thioxo-5,6,-Dihydro-7h-Thienol[2',3':4,5]Pyrrolo[1,2-C]Imidazol-7-One	4.08	-4.3	2.14e-02 g/l	456.538	83.53	123.13	48.41	6	5	0		6.54	0	5	1	true				
small molecule	DB03508	1-Ethoxy-2-(2-Methoxyethoxy)Ethane	0.23	-0.77	2.53e+01 g/l	148.2001	27.69	39.85	17.62	7	3	0		-3.7	0	0	1	true				
small molecule	DB03509	2-(4-Chlorophenyl)-5-Quinoxalinecarboxamide	2.69	-4.4	1.19e-02 g/l	283.712	68.87	76.1	28.69	2	3	1	14.1	0.22	0	3	1	true				
small molecule	DB03510	6-O-Phosphoryl Inosine Monophosphate	-1.6	-2.1	3.37e+00 g/l	428.1859	226.81	82.22	33.79	6	12	6	0.69	2.12	-4	3	0					
small molecule	DB03511	Galacturonic Acid	-2.3	0.18	2.95e+02 g/l	194.1394	127.45	35.79	16.27	1	7	5	3.21	-3.7	-1	1	1	true				
small molecule	DB03512	Uridine-2',3'-Vanadate	-2	-1.4	1.37e+01 g/l	343.1411	154.86	56.71	26.89	2	7	4	9.7	-3	0	3	1	true				
small molecule	DB03513	(S)-2-Amino-3-(4h-Selenolo[3,2-B]-Pyrrol-6-Yl)-Propionic Acid	-1.8	-1.1	2.12e+01 g/l	256.14	76.21	58.94	19.9	3	4	2	1.39	9.28	0	2	1	true				
small molecule	DB03514	2-Methoxy-4-Vinyl-Phenol	1.84	-1.3	7.42e+00 g/l	150.1745	29.46	44.19	15.99	2	2	1	10.03	-4.9	0	1	1	true				
small molecule	DB03515	Equilenin	4.32	-4.7	5.20e-03 g/l	266.3343	37.3	79.04	30.11	0	2	1	9.78	-5.5	0	4	1	true				
small molecule	DB03516	Eniluracil	-0.91	-2.7	2.54e-01 g/l	136.1082	58.2	33.39	12.05	0	2	2	9.5	-6.4	0	1	1	true				
small molecule	DB03517	[Methylthio]Acetate	0	-0.26	6.79e+01 g/l	105.136	40.13	35.96	9.75	2	2	0	4.36		-1	0	1	true				
small molecule	DB03518	(R)-Mevalonate	-0.62	0.48	4.98e+02 g/l	147.1491	80.59	45.35	14.14	4	4	2	4.38	-2.4	-1	0	1	true				
small molecule	DB03519	2-Amino-Pentanoic Acid	-2	0.26	2.12e+02 g/l	117.1463	63.32	29.62	12.51	3	3	2	2.71	9.53	0	0	1	true				
small molecule	DB03520	6-Chloro-2-Fluoropurine	1.38	-1.3	8.18e+00 g/l	171.54	51.56	39.05	12.88	0	4	0		-2.8	0	2	1	true				
small molecule	DB03522	Aspartic Acid-4-Carboxymethyl Ester	-3.4	-0.96	2.09e+01 g/l	191.1388	126.92	37.39	16.43	6	6	3	1.51	8.6	-1	0	1	true				
small molecule	DB03523	6-Fluoro-2-(2'-Fluoro-1,1'-Biphenyl-4-Yl)-3-Methylquinoline-4-Carboxylic Acid	5.05	-5.8	5.39e-04 g/l	375.3675	50.19	102.61	38.43	3	3	1	3.38	0.75	-1	4	1					
small molecule	DB03524	N-{3-[4-(3-Amino-Propyl)-Piperazin-1-Yl]-Propyl}-3-(2-Thiophen-2-Yl-Acetylamino)-5-(3,4,5-Trihydroxy-6-Hydroxymethyl-Tetrahydro-Pyran-2-Yloxy)-Benzamide	0.89	-3.6	1.39e-01 g/l	621.745	190.08	162.38	67.79	14	11	7	12.16	10.17	2	4	0					
small molecule	DB03525	RU79073	1.11	-1.9	2.94e+00 g/l	229.1696	78.79	57.02	20.77	2	4	3	1.19	4.01	-2	2	1	true				
small molecule	DB03526	AL5927	0.55	-3.5	1.19e-01 g/l	362.445	115.56	81.77	34.36	5	5	2	8.17	-4.8	0	2	1	true				
small molecule	DB03528	9-Beta-D-Xylofuranosyl-Adenine	-1.2	-1.3	1.40e+01 g/l	267.2413	139.54	63.2	24.99	2	8	4	12.45	4.99	0	3	1	true				
small molecule	DB03530	Acylated Ceftazidime	0.37	-4.1	3.79e-02 g/l	469.492	193.63	109.93	44.28	9	11	4	2.84	4.3	-2	2	1					
small molecule	DB03531	Flavin-Adenine Dinucleotide-N5-Isobutyl Ketone	0.26	-2.8	1.56e+00 g/l	855.6396	366.97	193.66	78.5	14	19	8	1.86	4.98	-2	6	0					
small molecule	DB03532	Phosphomethylphosphonic Acid Guanylate Ester	-1	-1.8	8.89e+00 g/l	521.2076	285.58	99.59	40.4	8	14	8	0.9	1.51	-3	3	0					
small molecule	DB03533	Glycoluril	-2.3	-1.4	6.20e+00 g/l	142.116	82.26	29.44	11.82	0	2	4	11.69	-3.6	0	2	1	true				
small molecule	DB03534	3-[(Acetyl-Methyl-Amino)-Methyl]-4-Amino-N-Methyl-N-(1-Methyl-1h-Indol-2-Ylmethyl)-Benzamide	3.02	-4	3.46e-02 g/l	378.4674	71.57	112.92	42.28	5	3	1		2.58	0	3	1	true				
small molecule	DB03535	Z-Pro-Prolinal	1.25	-2.3	1.53e+00 g/l	330.3783	66.92	87.93	34.45	5	3	0	15.37	-4	0	3	1	true				
small molecule	DB03536	Benzoyl-Arginine-Alanine-Methyl Ketone	-0.76	-3	3.39e-01 g/l	379.454	148.57	100.65	41.23	12	6	5	12.85	6.71	0	1	1	true				
small molecule	DB03537	[4-(4-Hydroxy-Benzyl)-2-(2-Hydroxy-1-Methyl-Ethyl)-5-Oxo-Imidazolidin-1-Yl]-Acetic Acid	-2.4	-1.7	5.93e+00 g/l	309.3178	136.12	76.25	30.65	6	7	5	3.47	8.01	0	2	1	true				
small molecule	DB03539	2-(Acetylamino)-2-Deoxy-6-O-Methyl-Alpha-D-Allopyranose	-1.4	-1.2	1.18e+01 g/l	200.1919	94.64	44.95	18.91	1	5	3	13.12	2.66	0	2	1	true				
small molecule	DB03540	Norcamphor	1.4	-1.1	8.51e+00 g/l	110.1537	17.07	30.97	12.19	0	1	0		-7.4	0	2	1	true				
small molecule	DB03541	10-Propargyl-5,8-Dideazafolic Acid	1.22	-4.4	2.04e-02 g/l	477.4693	174.42	127.72	48.8	10	10	5	3.24	1.02	-2	3	1	true				
small molecule	DB03542	L-Myo-Inositol-1-Phosphate	-1.6	-0.53	8.59e+01 g/l	258.1199	173.57	44.4	19.99	2	8	5	1.16	-3.6	-2	1	1	true				
small molecule	DB03543	1-(O-Carboxy-Phenylamino)-1-Deoxy-D-Ribulose-5-Phosphate	-1.2	-2.2	2.29e+00 g/l	351.2464	176.78	78.56	31.31	9	9	7	1.75	1.14	-3	1	1					
small molecule	DB03544	S-Phosphocysteine	-2.3	-0.67	4.29e+01 g/l	201.138	120.85	39.52	16.25	4	6	4	1.5	9.9	-2	0	1	true				
small molecule	DB03546	10-CF3C(OH)2-DDACTHF	-2.3	-2.7	1.04e+00 g/l	549.4975	237.33	122.56	50.66	13	11	9	2.84	7.33	-1	2	0					
small molecule	DB03548	3-Deoxy-D-Manno-Oct-2-Ulosonic Acid	-2.8	0.41	6.12e+02 g/l	238.192	147.68	46.72	21.04	3	8	6	2.89	-3	-1	1	1					
small molecule	DB03549	Biotinyl P-Nitroaniline	1.7	-4.1	2.86e-02 g/l	364.419	116.05	95.65	37.13	7	4	3	13.07	-1.9	0	3	1	true				
small molecule	DB03550	Isopenicillin N	-1.4	-1.6	8.96e+00 g/l	359.398	150.03	83.05	35.56	7	7	4	1.83	9.23	-1	2	1	true				
small molecule	DB03551	4'-Deaza-1'-Aza-2'-Deoxy-1'-(9-Methylene)-Immucillin-H, (3r,4r)-N-[9-Deazahypoxanthin-9-Yl)Methyl]-4-Hydroxymethyl-Pyrrolidin-3-Ol	-2.4	-1.8	4.78e+00 g/l	266.2963	97.19	67.58	26.59	3	6	4	13.06	8.24	1	3	1	true				
small molecule	DB03552	Meta-Tyrosine	-2.3	-1.6	5.13e+00 g/l	181.1885	83.55	47.1	18.13	3	4	3	2	9.14	0	1	1	true				
small molecule	DB03553	Glutaric Acid	-0.25	-0.37	5.60e+01 g/l	132.1146	74.6	28.14	12.17	4	4	2	3.76		-2	0	1	true		-0.29	4.34 (at 25 °C)	
small molecule	DB03554	5-Iodouracil	-0.07	-1.5	8.12e+00 g/l	237.9833	58.2	39.32	14.65	0	2	2	8.14	-6.6	0	1	1	true				
small molecule	DB03555	CRA_11092	2.2	-5.3	2.17e-03 g/l	381.4234	109.68	136.67	41.09	4	5	2	8.97	8.36	1	4	1	true				
small molecule	DB03556	2-(2-{2-[2-(2-{2-[2-(2-Ethoxy-Ethoxy)-Ethoxy]-Ethoxy}-Ethoxy)-Ethoxy]-Ethoxy}-Ethoxy)-Ethanol, Polyethyleneglycol Peg400	-0.38	-3.2	2.32e-01 g/l	398.4889	94.07	101.36	47.77	24	9	1	15.12	-2.7	0	0	1	true				
small molecule	DB03557	N-{1-[5-(1-Carbamoyl-2-Mercapto-Ethylcarbamoyl)-Pentylcarbamoyl]-2-[4-(Difluoro-Phosphono-Methyl)-Phenyl]-Ethyl}-3-{2-[4-(Difluoro-Phosphono-Methyl)-Phenyl]-Acetylamino}-Succinamic Acid	0.94	-4.9	1.10e-02 g/l	873.7	311.85	194.36	78.28	23	13	11	0.19	-9.6	-5	2	0					
small molecule	DB03558	Sp-876	-0.89	-3.1	3.53e-01 g/l	499.492	207.48	114.23	47.04	11	10	5	2.58	-1.3	-3	2	0	true				
small molecule	DB03559	Cyclohexylformamide	1.23	-0.83	1.88e+01 g/l	127.1842	29.1	35.89	14.44	1	1	1	16.45	0.093	0	1	1	true				
small molecule	DB03560	P-Hydroxybenzaldehyde	1.27	-1.1	9.51e+00 g/l	122.1213	37.3	34.62	11.98	1	2	1	7.32	-7.1	0	1	1	true		1.35	7.61 (at 25 °C)	
small molecule	DB03561	Cyclohexane	3.46	-3.3	3.93e-02 g/l	84.1595	0	27.61	11.07	0	0	0			0	1	1	true		3.44		
small molecule	DB03562	Tetrahydrodeoxyuridine	-1.7	-0.3	1.15e+02 g/l	230.2179	99.1	50.83	22.11	2	5	3	11.64	-3	0	2	1	true				
