drugbank_id	name	type	groups	atc_codes	categories	inchikey	inchi	description
DB03185	1-Beta-Ribofuranosyl-1,3-Diazepinone	small molecule	experimental			InChIKey=MEPCJRCEYSZBDO-RBXMUDONSA-N	InChI=1S/C10H14N2O5/c13-5-6-7(14)8(15)9(17-6)12-4-2-1-3-11-10(12)16/h1-4,6-9,13-15H,5H2,(H,11,16)/t6-,7-,8+,9+/m0/s1	
DB03186	U-Pi-a-Pi	small molecule	experimental			InChIKey=JIAJERGOUFOENU-WEVDFKDHSA-N	InChI=1S/C19H27N7O20P4/c20-16-13-17(22-6-21-16)26(7-23-13)18-14(28)15(45-48(33,34)35)10(43-18)5-41-49(36,37)46-50(38,39)44-8-3-12(25-2-1-11(27)24-19(25)29)42-9(8)4-40-47(30,31)32/h1-2,6-10,12,14-15,18,28H,3-5H2,(H,36,37)(H,38,39)(H2,20,21,22)(H,24,27,29)(H2,30,31,32)(H2,33,34,35)/t8-,9+,10+,12-,14-,15+,18-/m1/s1	
DB03187	6-(Hydroxyethyldithio)-8-(Aminomethylthio)Octanoic Acid	small molecule	experimental			InChIKey=BFRWEULQQALYNZ-SNVBAGLBSA-N	InChI=1S/C11H23NO3S3/c12-9-16-7-5-10(18-17-8-6-13)3-1-2-4-11(14)15/h10,13H,1-9,12H2,(H,14,15)/t10-/m1/s1	
DB03188	4-Thio-Beta-D-Glucopyranose	small molecule	experimental			InChIKey=KGSURTOFVLAWDC-RUTHBDMASA-N	InChI=1S/C6H12O5S/c7-1-2-5(12)3(8)4(9)6(10)11-2/h2-10,12H,1H2/t2-,3-,4-,5-,6-/m0/s1	
DB03189	Cu-Cyclam	small molecule	experimental			InChIKey=XPVUWNNWLZFNKK-UHFFFAOYSA-N	InChI=1S/C10H20N4.Cu/c1-3-11-7-9-13-5-2-6-14-10-8-12-4-1;/h1-10H2;/q-4;+4	
DB03190	N-Octanoyl-B-D-Fructofuranosyl-a-D-Glucopyranoside,Sucrose Monocaproylate	small molecule	experimental			InChIKey=AWSYOWHJNGZJGU-WPZSKCEQSA-N	InChI=1S/C20H36O12/c1-2-3-4-5-6-7-13(23)29-9-12-15(25)18(28)20(10-22,31-12)32-19-17(27)16(26)14(24)11(8-21)30-19/h11-12,14-19,21-22,24-28H,2-10H2,1H3/t11-,12-,14-,15-,16+,17-,18+,19+,20-/m0/s1	
DB03191	3-Oxiran-2ylalanine	small molecule	experimental			InChIKey=HKPCHCJYQVJLIZ-DMTCNVIQSA-N	InChI=1S/C5H9NO3/c6-4(5(7)8)1-3-2-9-3/h3-4H,1-2,6H2,(H,7,8)/t3-,4+/m1/s1	
DB03192	3r-Hydroxydecanoyl-Coa	small molecule	experimental			InChIKey=HIVSMYZAMUNFKZ-XFYLRIHESA-N	InChI=1S/C31H54N7O18P3S/c1-4-5-6-7-8-9-19(39)14-22(41)60-13-12-33-21(40)10-11-34-29(44)26(43)31(2,3)16-53-59(50,51)56-58(48,49)52-15-20-25(55-57(45,46)47)24(42)30(54-20)38-18-37-23-27(32)35-17-36-28(23)38/h17-20,24-26,30,39,42-43H,4-16H2,1-3H3,(H,33,40)(H,34,44)(H,48,49)(H,50,51)(H2,32,35,36)(H2,45,46,47)/t19-,20-,24+,25-,26+,30+/m0/s1	
DB03193	Stearic acid	small molecule	experimental		Pharmaceutic Aids	InChIKey=QIQXTHQIDYTFRH-UHFFFAOYSA-N	InChI=1S/C18H36O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h2-17H2,1H3,(H,19,20)	Stearic acid (IUPAC systematic name: octadecanoic acid) is one of the useful types of saturated fatty acids that comes from many animal and vegetable fats and oils. It is a waxy solid. [Wikipedia]
DB03194	Beta-L-Methyl-Fucose	small molecule	experimental			InChIKey=OHWCAVRRXKJCRB-ZYNSJIGGSA-N	InChI=1S/C7H14O5/c1-3-4(8)5(9)6(10)7(11-2)12-3/h3-10H,1-2H3/t3-,4-,5+,6-,7-/m0/s1	
DB03195	Phosphoric Acid Mono-[3-Fluoro-5-(5-Methyl-2,4-Dioxo-3,4-Dihydro-2h-Pyrimidin-1-Yl)-Tetrahyro-Furan-2-Ylmethyl] Ester	small molecule	experimental			InChIKey=GGCAVPJXJISBOA-XLPZGREQSA-N	InChI=1S/C10H14FN2O7P/c1-5-3-13(10(15)12-9(5)14)8-2-6(11)7(20-8)4-19-21(16,17)18/h3,6-8H,2,4H2,1H3,(H,12,14,15)(H2,16,17,18)/t6-,7+,8+/m0/s1	
DB03196	4-Nitrophenyl-Ara	small molecule	experimental			InChIKey=DUYYBTBDYZXISX-UKKRHICBSA-N	InChI=1S/C11H13NO7/c13-5-8-9(14)10(15)11(19-8)18-7-3-1-6(2-4-7)12(16)17/h1-4,8-11,13-15H,5H2/t8-,9-,10+,11+/m0/s1	
DB03197	6-Hydroxymethylpterin	small molecule	experimental			InChIKey=XGWIBNWDLMIPNF-UHFFFAOYSA-N	InChI=1S/C7H7N5O2/c8-7-11-5-4(6(14)12-7)10-3(2-13)1-9-5/h1,13H,2H2,(H3,8,9,11,12,14)	
DB03198	Thio-Maltohexaose	small molecule	experimental			InChIKey=UMAYFXWVUSVOCQ-NDTPWSGCSA-N	InChI=1S/C36H62O28S3/c37-1-7-13(43)14(44)23(53)34(60-7)66-29-11(5-41)58-32(21(51)18(29)48)64-27-9(3-39)62-36(25(55)16(27)46)67-30-12(6-42)59-33(22(52)19(30)49)63-26-8(2-38)61-35(24(54)15(26)45)65-28-10(4-40)57-31(56)20(50)17(28)47/h7-56H,1-6H2/t7-,8+,9+,10-,11+,12+,13-,14+,15-,16-,17+,18-,19-,20+,21+,22+,23+,24+,25+,26-,27-,28+,29-,30-,31+,32+,33+,34+,35+,36+/m0/s1	
DB03199	4-Methoxy-E-Rhodomycin T	small molecule	experimental			InChIKey=XSSVYBYWQBNYOH-AEBUBZPMSA-N	InChI=1S/C31H37NO11/c1-7-31(39)12-17(43-18-11-15(32(3)4)25(33)13(2)42-18)20-21(24(31)30(38)41-6)29(37)22-23(28(20)36)27(35)19-14(26(22)34)9-8-10-16(19)40-5/h8-10,13,15,17-18,24-25,33,36-37,39H,7,11-12H2,1-6H3/t13-,15-,17-,18+,24+,25-,31+/m0/s1	
DB03200	7-Alpha-D-Ribofuranosyl-Purine-5'-Phosphate	small molecule	experimental			InChIKey=NICKPTPNIMHUHB-QHOPCYEYSA-N	InChI=1S/C10H13N4O7P/c15-7-6(2-20-22(17,18)19)21-10(8(7)16)14-4-13-9-5(14)1-11-3-12-9/h1,3-4,6-8,10,15-16H,2H2,(H2,17,18,19)/t6-,7-,8+,10+/m0/s1	
DB03201	D-Cysteine	small molecule	experimental			InChIKey=XUJNEKJLAYXESH-REOHCLBHSA-N	InChI=1S/C3H7NO2S/c4-2(1-7)3(5)6/h2,7H,1,4H2,(H,5,6)/t2-/m0/s1	A thiol-containing non-essential amino acid that is oxidized to form CYSTINE. [PubChem]
DB03202	2-[5-Methanesulfonylamino-2-(4-Aminophenyl)-6-Oxo-1,6-Dihydro-1-Pyrimidinyl]-N-(3,3,3-Trifluoro-1-Isopropyl-2-Oxopropyl)Acetamide	small molecule	experimental			InChIKey=JWSWTHSJMGVOKE-HNNXBMFYSA-N	InChI=1S/C19H22F3N5O5S/c1-10(2)15(16(29)19(20,21)22)25-14(28)9-27-17(11-4-6-12(23)7-5-11)24-8-13(18(27)30)26-33(3,31)32/h4-8,10,15,26H,9,23H2,1-3H3,(H,25,28)/t15-/m0/s1	
DB03203	Sphingosine	small molecule	experimental			InChIKey=WWUZIQQURGPMPG-BXDGKWANSA-N	InChI=1S/C18H37NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(21)17(19)16-20/h14-15,17-18,20-21H,2-13,16,19H2,1H3/b15-14-/t17-,18+/m1/s1	An amino alcohol with a long unsaturated hydrocarbon chain. Sphingosine and its derivative sphinganine are the major bases of the sphingolipids in mammals. (Dorland, 28th ed)
DB03204	5-(Aminomethyl)-2-Methylpyrimidin-4-Amine	small molecule	experimental			InChIKey=OZOHTVFCSKFMLL-UHFFFAOYSA-N	InChI=1S/C6H10N4/c1-4-9-3-5(2-7)6(8)10-4/h3H,2,7H2,1H3,(H2,8,9,10)	
DB03205	Pyrroloquinoline Quinone	small molecule	experimental			InChIKey=BFXPAGBRVPZCLS-UHFFFAOYSA-N	InChI=1S/C14H5N2O8/c17-10-4-2-6(14(23)24)15-8(4)7-3(12(19)20)1-5(13(21)22)16-9(7)11(10)18/h1-2H,(H,19,20)(H,21,22)(H,23,24)	A pyrrolo-quinoline having two adjacent keto-groups at the 4 and 5 positions and three acidic carboxyl groups. It is a coenzyme of some DEHYDROGENASES. [PubChem]
DB03206	1-Deoxynojirimycin	small molecule	experimental		Antiviral Agents|Enzyme Inhibitors	InChIKey=LXBIFEVIBLOUGU-FSIIMWSLSA-N	InChI=1S/C6H13NO4/c8-2-3-5(10)6(11)4(9)1-7-3/h3-11H,1-2H2/t3-,4+,5-,6-/m0/s1	An alpha-glucosidase inhibitor with antiviral action. Derivatives of deoxynojirimycin may have anti-HIV activity. [PubChem]
DB03207	2-(Biphenyl-4-Sulfonyl)-1,2,3,4-Tetrahydro-Isoquinoline-3-Carboxylic Acid	small molecule	experimental			InChIKey=BNVMUDXGABBWGP-OAQYLSRUSA-N	InChI=1S/C22H19NO4S/c24-22(25)21-14-18-8-4-5-9-19(18)15-23(21)28(26,27)20-12-10-17(11-13-20)16-6-2-1-3-7-16/h1-13,21H,14-15H2,(H,24,25)/t21-/m1/s1	
DB03208	Beta-1,2,3,4,6-Penta-O-Galloyl-D-Glucopyranose	small molecule	experimental			InChIKey=QJYNZEYHSMRWBK-MCFNNGFYSA-N	InChI=1S/C41H32O26/c42-17-1-12(2-18(43)28(17)52)36(57)62-11-27-33(64-37(58)13-3-19(44)29(53)20(45)4-13)34(65-38(59)14-5-21(46)30(54)22(47)6-14)35(66-39(60)15-7-23(48)31(55)24(49)8-15)41(63-27)67-40(61)16-9-25(50)32(56)26(51)10-16/h1-10,27,33-35,41-56H,11H2/t27-,33+,34-,35-,41+/m1/s1	
DB03209	Oxonic Acid	small molecule	experimental			InChIKey=RYYCJUAHISIHTL-UHFFFAOYSA-N	InChI=1S/C4H3N3O4/c8-2(9)1-5-3(10)7-4(11)6-1/h(H,8,9)(H2,5,6,7,10,11)	Oxonic Acid is an antagonist of urate oxidase. [PubChem]
DB03210	4-Aminohydrocinnamic Acid	small molecule	experimental			InChIKey=WXOHKMNWMKZMND-UHFFFAOYSA-N	InChI=1S/C9H11NO2/c10-8-4-1-7(2-5-8)3-6-9(11)12/h1-2,4-5H,3,6,10H2,(H,11,12)	
DB03211	(3-Formyl-but-3-Enyl)-Phosphonic Acid	small molecule	experimental			InChIKey=UBLMBCUBDKMVMQ-UHFFFAOYSA-N	InChI=1S/C5H9O4P/c1-5(4-6)2-3-10(7,8)9/h4H,1-3H2,(H2,7,8,9)	
DB03212	4-Deoxyglucarate	small molecule	experimental			InChIKey=WZLURCXZSPTANB-BXXZVTAOSA-L	InChI=1S/C6H10O7/c7-2(4(9)6(12)13)1-3(8)5(10)11/h2-4,7-9H,1H2,(H,10,11)(H,12,13)/p-2/t2-,3-,4-/m1/s1	
DB03213	Bis(5-Amidino-2-Benzimidazolyl)Methane Ketone	small molecule	experimental					
DB03214	Vinylglycine	small molecule	experimental			InChIKey=RQVLGLPAZTUBKX-VKHMYHEASA-N	InChI=1S/C4H7NO2/c1-2-3(5)4(6)7/h2-3H,1,5H2,(H,6,7)/t3-/m0/s1	Vinylglycine is an irreversible inhibitor of aspartate aminotransferase.
DB03215	(2s,5s)-5-Carboxymethylproline	small molecule	experimental			InChIKey=LIZWYFXJOOUDNV-UHNVWZDZSA-N	InChI=1S/C7H11NO4/c9-6(10)3-4-1-2-5(8-4)7(11)12/h4-5,8H,1-3H2,(H,9,10)(H,11,12)/t4-,5+/m1/s1	
DB03216	(1'r,2's)-9-(2-Hydroxy-3'-Keto-Cyclopenten-1-Yl)Adenine	small molecule	experimental			InChIKey=RQPALADHFYHEHK-CHKWXVPMSA-N	InChI=1S/C10H11N5O2/c11-9-7-10(13-3-12-9)15(4-14-7)5-1-2-6(16)8(5)17/h1-6,8,16-17H,(H2,11,12,13)/t5-,6+,8+/m1/s1	
DB03217	DPI59	small molecule	experimental			InChIKey=AXIBZLYWMBUYRV-NSHDSACASA-N	InChI=1S/C11H11O4P/c12-11(16(13,14)15)10-7-3-5-8-4-1-2-6-9(8)10/h1-7,11-12H,(H2,13,14,15)/t11-/m0/s1	
DB03218	N-Acetyl-N'-Beta-D-Glucopyranosyl Urea	small molecule	experimental			InChIKey=UQKBNLXZEGBQAF-RLMOJYMMSA-N	InChI=1S/C9H16N2O7/c1-3(13)10-9(17)11-8-7(16)6(15)5(14)4(2-12)18-8/h4-8,12,14-16H,2H2,1H3,(H2,10,11,13,17)/t4-,5-,6+,7-,8-/m0/s1	
DB03219	11-Deoxy-Beta-Rhodomycin	small molecule	experimental			InChIKey=OQDCVONZQOVIMP-LFGWXRNCSA-N	InChI=1S/C40H51NO14/c1-7-40(49)16-27(32-22(39(40)48)13-21-33(36(32)47)35(46)31-20(34(21)45)9-8-10-25(31)43)53-29-14-23(41(5)6)37(18(3)51-29)55-30-15-26(44)38(19(4)52-30)54-28-12-11-24(42)17(2)50-28/h8-10,13,17-19,23,26-30,37-39,43-44,47-49H,7,11-12,14-16H2,1-6H3/t17-,18+,19+,23+,26+,27-,28-,29-,30-,37+,38-,39-,40+/m0/s1	
DB03220	FR233623	small molecule	experimental			InChIKey=OODDZQQDDOVCFD-SCLBCKFNSA-N	InChI=1S/C19H21N3O2/c1-13(23)18(22-11-17(19(20)24)21-12-22)10-9-15-7-4-6-14-5-2-3-8-16(14)15/h2-8,11-13,18,23H,9-10H2,1H3,(H2,20,24)/t13-,18+/m0/s1	
DB03221	AL7099A	small molecule	experimental			InChIKey=RMOXCYSVWCHXII-GFCCVEGCSA-N	InChI=1S/C14H17N3O5S3/c1-16-12-8-17(9-4-3-5-10(6-9)22-2)25(20,21)14-11(12)7-13(23-14)24(15,18)19/h3-7,12,16H,8H2,1-2H3,(H2,15,18,19)/t12-/m1/s1	
DB03222	2'-Deoxyadenosine 5'-Triphosphate	small molecule	experimental			InChIKey=SUYVUBYJARFZHO-DSYKOEDSSA-N	InChI=1S/C10H16N5O12P3/c11-9-8-10(13-3-12-9)15(4-14-8)7-1-5(16)6(25-7)2-24-29(20,21)27-30(22,23)26-28(17,18)19/h3-7,16H,1-2H2,(H,20,21)(H,22,23)(H2,11,12,13)(H2,17,18,19)/t5-,6+,7-/m1/s1	
DB03223	Diphthamide	small molecule	experimental			InChIKey=JQTHSRDDMOFBHA-UWVGGRQHSA-O	InChI=1S/C13H22N5O3/c1-18(2,3)10(12(15)19)4-5-11-16-7-8(17-11)6-9(14)13(20)21/h7,9-10H,4-6,14H2,1-3H3,(H2-,15,19,20,21)/p+1/t9-,10-/m0/s1	
DB03224	2-Formyl-Protoporphryn Ix	small molecule	experimental			InChIKey=FHUDUDXQVBEXIJ-LZJJCVEBSA-N	InChI=1S/C33H32N4O5.Fe/c1-6-20-16(2)26-13-31-23(15-38)19(5)25(37-31)11-24-17(3)21(7-9-32(39)40)29(35-24)14-30-22(8-10-33(41)42)18(4)27(36-30)12-28(20)34-26;/h6,11-15,20,38H,1,7-10H2,2-5H3,(H,39,40)(H,41,42);/q-4;+4/b23-15+,24-11-,28-12-,29-14-,31-13-;/t20-;/m1./s1	
DB03225	D-Tryptophan	small molecule	experimental			InChIKey=UMQXPTSGLUXAQK-VIFPVBQESA-N	InChI=1S/C11H11N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9H,5,12H2,(H,14,15)/t9-/m0/s1	
DB03226	Trifluoroethanol	small molecule	experimental			InChIKey=RHQDFWAXVIIEBN-UHFFFAOYSA-N	InChI=1S/C2H3F3O/c3-2(4,5)1-6/h6H,1H2	A non-aqueous co-solvent that serves as tool to study protein folding. It is also used in various pharmaceutical, chemical and engineering applications. [PubChem]
DB03227	Nicotinamide Mononucleotide	small molecule	experimental			InChIKey=DAYLJWODMCOQEW-WYOJIJJFSA-O	InChI=1S/C11H15N2O8P/c12-10(16)6-2-1-3-13(4-6)11-9(15)8(14)7(21-11)5-20-22(17,18)19/h1-4,7-9,11,14-15H,5H2,(H3-,12,16,17,18,19)/p+1/t7-,8-,9+,11+/m0/s1	3-Carbamoyl-1-beta-D-ribofuranosyl pyridinium hydroxide-5&#39;phosphate, inner salt. A nucleotide in which the nitrogenous base, nicotinamide, is in beta-N-glycosidic linkage with the C-1 position of D-ribose. Synonyms: Nicotinamide Ribonucleotide; NMN. [PubChem]
DB03228	5-[Bis-2(Chloro-Ethyl)-Amino]-2,4-Dintro-Benzamide	small molecule	experimental			InChIKey=DQMALWRRERBILB-UHFFFAOYSA-N	InChI=1S/C11H12Cl2N4O5/c12-1-3-15(4-2-13)9-5-7(11(14)18)8(16(19)20)6-10(9)17(21)22/h5-6H,1-4H2,(H2,14,18)	
DB03229	2-Oxo-4-Methylpentanoic Acid	small molecule	experimental			InChIKey=BKAJNAXTPSGJCU-UHFFFAOYSA-N	InChI=1S/C6H10O3/c1-4(2)3-5(7)6(8)9/h4H,3H2,1-2H3,(H,8,9)	
DB03230	Adenosine-5'-Propylphosphate	small molecule	experimental			InChIKey=XAMXMSZRQHPMRX-UFAOYGAJSA-N	InChI=1S/C13H20N5O7P/c1-2-3-23-26(21,22)24-4-7-9(19)10(20)13(25-7)18-6-17-8-11(14)15-5-16-12(8)18/h5-7,9-10,13,19-20H,2-4H2,1H3,(H,21,22)(H2,14,15,16)/t7-,9-,10+,13+/m0/s1	
DB03231	3-(5-Amino-7-Hydroxy-[1,2,3]Triazolo[4,5-D]Pyrimidin-2-Yl)-N-[2-(2-(Hydroxymethyl-Phenylsulfanyl)-Benzyl]-Benzamide	small molecule	experimental			InChIKey=IXDQOBDHBWEZOH-UHFFFAOYSA-N	InChI=1S/C25H21N7O3S/c26-25-28-22-21(24(35)29-25)30-32(31-22)18-9-5-8-15(12-18)23(34)27-13-16-6-1-3-10-19(16)36-20-11-4-2-7-17(20)14-33/h1-12,33H,13-14H2,(H,27,34)(H3,26,28,29,31,35)	
DB03232	2-[(2e,6e,10e,14e,18e,22e,26e)-3,7,11,15,19,23,27,31-Octamethyldotriaconta-2,6,10,14,18,22,26,30-Octaenyl]Phenol	small molecule	experimental			InChIKey=VUNQJPPPTJIREN-CMAXTTDKSA-N	InChI=1S/C46H70O/c1-37(2)19-12-20-38(3)21-13-22-39(4)23-14-24-40(5)25-15-26-41(6)27-16-28-42(7)29-17-30-43(8)31-18-32-44(9)35-36-45-33-10-11-34-46(45)47/h10-11,19,21,23,25,27,29,31,33-35,47H,12-18,20,22,24,26,28,30,32,36H2,1-9H3/b38-21+,39-23+,40-25+,41-27+,42-29+,43-31+,44-35+	
DB03233	Phosphoric Acid Mono-[3-Amino-5-(5-Methyl-2,4-Dioxo-3,4-Dihydro-2h-Pyrimidin-1-Yl)-Tetrahydro-Furan-2-Ylmethyl] Ester	small molecule	experimental			InChIKey=BQZMHQZNZNBJNF-GJMOJQLCSA-N	InChI=1S/C10H16N3O7P/c1-5-3-13(10(15)12-9(5)14)8-2-6(11)7(20-8)4-19-21(16,17)18/h3,6-8H,2,4,11H2,1H3,(H,12,14,15)(H2,16,17,18)/t6-,7+,8-/m1/s1	
DB03234	(4'-{[Allyl(Methyl)Amino]Methyl}-1,1'-Biphenyl-4-Yl)(4-Bromophenyl)Methanone	small molecule	experimental			InChIKey=YATCZCSDJCQNAL-UHFFFAOYSA-N	InChI=1S/C24H22BrNO/c1-3-16-26(2)17-18-4-6-19(7-5-18)20-8-10-21(11-9-20)24(27)22-12-14-23(25)15-13-22/h3-15H,1,16-17H2,2H3	
DB03235	N-{3-[4-(3-Amino-Propyl)-Piperazin-1-Yl]-Propyl}-3-Nitro-5-(Galactopyranosyl)-Alpha-Benzamide	small molecule	experimental			InChIKey=UEIGEWJJVQHIAX-ZFVIQDPVSA-N	InChI=1S/C23H37N5O9/c24-3-1-5-26-7-9-27(10-8-26)6-2-4-25-22(33)15-11-16(28(34)35)13-17(12-15)36-23-21(32)20(31)19(30)18(14-29)37-23/h11-13,18-21,23,29-32H,1-10,14,24H2,(H,25,33)/t18-,19-,20+,21-,23-/m1/s1	
DB03236	(2s)-4-(Beta-Alanylamino)-2-Aminobutanoic Acid	small molecule	experimental			InChIKey=ZTTQHTAQUGLWNQ-YFKPBYRVSA-N	InChI=1S/C7H15N3O3/c8-3-1-6(11)10-4-2-5(9)7(12)13/h5H,1-4,8-9H2,(H,10,11)(H,12,13)/t5-/m0/s1	
DB03237	2,3-Dihydroxy-5-Oxo-Hexanedioate	small molecule	experimental			InChIKey=QUURPCHWPQNNGL-ZAFYKAAXSA-L	InChI=1S/C6H8O7/c7-2(4(9)6(12)13)1-3(8)5(10)11/h2,4,7,9H,1H2,(H,10,11)(H,12,13)/p-2/t2-,4+/m0/s1	
DB03238	3,5-Difluoroaniline	small molecule	experimental			InChIKey=KQOIBXZRCYFZSO-UHFFFAOYSA-N	InChI=1S/C6H5F2N/c7-4-1-5(8)3-6(9)2-4/h1-3H,9H2	
DB03239	3',5'-Dinitro-N-Acetyl-L-Thyronine	small molecule	experimental			InChIKey=VZSQTOXQXPKQJX-ZDUSSCGKSA-N	InChI=1S/C17H15N3O9/c1-9(21)18-13(17(23)24)6-10-2-4-11(5-3-10)29-12-7-14(19(25)26)16(22)15(8-12)20(27)28/h2-5,7-8,13,22H,6H2,1H3,(H,18,21)(H,23,24)/t13-/m0/s1	
DB03240	(S)-2-Amino-3-(1,3,5,7-Pentahydro-2,4-Dioxo-Cyclopenta[E]Pyrimidin-1-Yl) Proionic Acid	small molecule	experimental			InChIKey=VSGUEKZRMJVQOH-LURJTMIESA-N	InChI=1S/C10H13N3O4/c11-6(9(15)16)4-13-7-3-1-2-5(7)8(14)12-10(13)17/h6H,1-4,11H2,(H,15,16)(H,12,14,17)/t6-/m0/s1	
DB03241	1-Amino-1-Carbonyl Pentane	small molecule	experimental			InChIKey=TZJGKUCHNFFHGN-ZCFIWIBFSA-N	InChI=1S/C6H13NO/c1-2-3-4-6(7)5-8/h5-6H,2-4,7H2,1H3/t6-/m1/s1	
DB03242	P-Aminophenyl-Alpha-D-Galactopyranoside	small molecule	experimental			InChIKey=MIAKOEWBCMPCQR-RMPHRYRLSA-N	InChI=1S/C12H17NO6/c13-6-1-3-7(4-2-6)18-12-11(17)10(16)9(15)8(5-14)19-12/h1-4,8-12,14-17H,5,13H2/t8-,9-,10+,11-,12-/m1/s1	
DB03243	4-Fluorobenzylamine	small molecule	experimental			InChIKey=IIFVWLUQBAIPMJ-UHFFFAOYSA-O	InChI=1S/C7H8FN/c8-7-3-1-6(5-9)2-4-7/h1-4H,5,9H2/p+1	
DB03244	(S)-2-[4-(Aminomethyl)-1h-1,2,3-Triazol-1-Yl]-4-Methylpentanoic Acid	small molecule	experimental			InChIKey=IAMZCZOWEDXWHW-MRVPVSSYSA-N	InChI=1S/C9H16N4O2/c1-6(2)3-8(9(14)15)13-5-7(4-10)11-12-13/h5-6,8H,3-4,10H2,1-2H3,(H,14,15)/t8-/m1/s1	
DB03245	S-4-Nitrobutyryl-Coa	small molecule	experimental			InChIKey=LXDJZADOCCLHJS-NEQUNHHKSA-N	InChI=1S/C25H42N8O19P3S/c1-25(2,20(37)23(38)28-6-5-15(34)27-7-9-56-16(35)4-3-8-33(39)40)11-49-55(46,47)52-54(44,45)48-10-14-19(51-53(41,42)43)18(36)24(50-14)32-13-31-17-21(26)29-12-30-22(17)32/h12-14,18-20,24,36-37H,3-11H2,1-2H3,(H,27,34)(H,28,38)(H,39,40)(H,44,45)(H,46,47)(H2,26,29,30)(H2,41,42,43)/t14-,18+,19-,20-,24+/m0/s1	
DB03246	Beta-L-Arabinose	small molecule	experimental			InChIKey=HMFHBZSHGGEWLO-KLVWXMOXSA-N	InChI=1S/C5H10O5/c6-1-2-3(7)4(8)5(9)10-2/h2-9H,1H2/t2-,3-,4+,5-/m0/s1	
DB03247	Riboflavin Monophosphate	small molecule	experimental			InChIKey=FVTCRASFADXXNN-YRGRVCCFSA-N	InChI=1S/C17H21N4O9P/c1-7-3-9-10(4-8(7)2)21(15-13(18-9)16(25)20-17(26)19-15)5-11(22)14(24)12(23)6-30-31(27,28)29/h3-4,11-12,14,22-24H,5-6H2,1-2H3,(H,20,25,26)(H2,27,28,29)/t11-,12-,14-/m1/s1	A coenzyme for a number of oxidative enzymes including NADH DEHYDROGENASE. It is the principal form in which RIBOFLAVIN is found in cells and tissues. [PubChem]
DB03248	2-(Phosphonooxy)Butanoic Acid	small molecule	experimental			InChIKey=OETAGSCBSKODFW-GSVOUGTGSA-N	InChI=1S/C4H9O6P/c1-2-3(4(5)6)10-11(7,8)9/h3H,2H2,1H3,(H,5,6)(H2,7,8,9)/t3-/m1/s1	
DB03249	2'-O-Methyl-3'-Methyl-3'-Deoxy-Arabinofuranosyl-Thymine-5'-Phosphate	small molecule	experimental			InChIKey=MCXXETKRWYMFCI-WYOJIJJFSA-N	InChI=1S/C12H19N2O8P/c1-6-4-14(12(16)13-10(6)15)11-9(20-3)7(2)8(22-11)5-21-23(17,18)19/h4,7-9,11H,5H2,1-3H3,(H,13,15,16)(H2,17,18,19)/t7-,8-,9+,11+/m0/s1	
DB03250	2-(Beta-D-Glucopyranosyl)-5-Methyl-1,3,4-Benzothiazole	small molecule	experimental			InChIKey=WGJFWQVWYRZPEP-KABOQKQYSA-N	InChI=1S/C14H17NO5S/c1-6-2-3-9-7(4-6)15-14(21-9)13-12(19)11(18)10(17)8(5-16)20-13/h2-4,8,10-13,16-19H,5H2,1H3/t8-,10-,11+,12-,13-/m1/s1	
DB03251	RWJ-51084	small molecule	experimental			InChIKey=NQABUEUFRXDDFI-AWEZNQCLSA-N	InChI=1S/C19H25N5O2S/c20-19(21)22-11-5-9-14(23-17(26)12-6-1-2-7-12)16(25)18-24-13-8-3-4-10-15(13)27-18/h3-4,8,10,12,14H,1-2,5-7,9,11H2,(H,23,26)(H4,20,21,22)/t14-/m0/s1	
DB03252	D-Lysine	small molecule	experimental			InChIKey=KDXKERNSBIXSRK-YFKPBYRVSA-N	InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)/t5-/m0/s1	An essential amino acid. It is often added to animal feed. [PubChem]
DB03253	(2s)-Pyrrolidin-2-Ylmethylamine	small molecule	experimental			InChIKey=AUKXFNABVHIUAC-YFKPBYRVSA-N	InChI=1S/C5H12N2/c6-4-5-2-1-3-7-5/h5,7H,1-4,6H2/t5-/m0/s1	
DB03254	4-Phenyl-1h-Imidazole	small molecule	experimental					
DB03255	Phenol	small molecule	approved|experimental	N01BX03|C05BB05|R02AA19|D08AE03	Anti-Infective Agents, Local|Sclerosing Solutions|Disinfectants|Antipsoriatic Agents	InChIKey=ISWSIDIOOBJBQZ-UHFFFAOYSA-N	InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H	Phenol is an antiseptic and disinfectant. It is active against a wide range of micro-organisms including some fungi and viruses, but is only slowly effective against spores. Phenol has been used to disinfect skin and to relieve itching. Phenol is also used as an oral analgesic or anesthetic in products such as Chloraseptic to treat pharyngitis. Additionally, phenol and its related compounds are used in surgical ingrown toenail treatment, a process termed phenolization. Research indicates that parental exposure to phenol and its related compounds are positively associated with spontaneous abortion. During the second world war, phenol injections were used as a means of execution by the Nazis. Phenol is a toxic compound whose vapours are corrosive to the skin, eyes, and respiratory tract. 
